Flick Hans;Wassermeyer Franz;Baumhoff Hubertus;Aussensteuerrecht;Bd. III;0;0;3-504-26041-6;;Loseblattwerk;Kommentar;KB 308 3;KÃ¶ln;Otto Schmidt;2017;iff_doc_missing;CSV line 1;155189379;0;0;;;
Küttel Peter;0;0;Das Strassenrecht des Kantons St.Gallen;0;0;0;-;211;Druckerzeugnis;Dissertation der HSG Nr. 312;WB 212;Winterthur;Verlag Hans Schellenberg;1969;bestcase;98723;;;;;;
IFSt;0;0;IFSt-Heft 105;0;0;0;-;74;Druckerzeugnis;Institut 'Finanzen und Steuern';Z 152 105;Bonn;Stollfuss;1974;journal;;;;;;;
IFSt;0;0;IFSt-Heft 103;0;0;0;-;80;Druckerzeugnis;Institut 'Finanzen und Steuern';Z 152 103;Bonn;Stollfuss;1973;journal;;;;;;;
IFSt;0;0;IFSt-Heft 100;Bd. 3;0;0;-;169;Druckerzeugnis;Institut 'Finanzen und Steuern';Z 152 100.3;Bonn;Stollfuss;1972;journal;;;;;;;
Starck Christian;0;0;Verantwortung der Wissenschaft;0;0;0;3-16-148812-1;105;Druckerzeugnis;Mit Beiträgen von Gerhard Gottschalk, Gerd Hasenfuss, Joachim Ringleben und Christian Starck;WD 120;Tübingen;Mohr Siebeck;2005;bestcase;341131;;;;;;
Soguel Nils;Eckert Jean-Blaise;Huguenin Jean-Marc;Évaluation d'une réforme fiscale;l'exemple de l'imposition des personnes physiques à Genève;0;0;2-8257-0915-8;185;Druckerzeugnis;0;YL8 017;Genf;Georg Editeur;2005;bestcase;341781;;;;;;
0;0;0;Steuer & Wirtschaft International (SWI) 2011;0;0;0;1025-806X;;Druckerzeugnis;Tax and Business Review;Z 310;Wien;Linde;2011;journal;;;;;;;
Munsch Michael;Weiss Bernd;0;Externes Rating;0;0;0;-;120;Druckerzeugnis;Finanzdienstleistung und Entscheidungshilfe 4. A.;YP 006;Berlin;Deutscher Industrie- und Handelskammertag (DIHK);2004;leave;999851;;;;;;
0;0;0;Internationales Steuerrecht (iStR) 2006;0;0;0;0942-6744;0;Druckerzeugnis;Monatsschrift für europäische und internationale Steuer- und Wirtschaftsberatung;Z 180;München;C.H. Beck;2006;journal;;;;;;;
0;0;0;Freiburger Zeitschrift für Rechtsprechung (FZR) 2005;Sondernummer;0;0;-;387;Druckerzeugnis;Die neue freiburgische Verfassung - inkl. CD-Rom: Archiv 2000-2004 (Verfassungsrat);Z 132;Freiburg;Gerichtsschreiberei des Kantonsgerichts;2005;journal;;;;;;;
0;0;0;Freiburger Zeitschrift für Rechtsprechung (FZR) 1999;0;0;0;-;396;Druckerzeugnis;Revue Fribourgeoise de Jurisprudence (RFJ);Z 132;Freiburg;Gerichtsschreiberei des Kantonsgerichts;1999;journal;;;;;;;
Meyer Conrad;Pfaff Dieter;0;Finanz- und Rechnungswesen. Jahrbuch 2008;0;0;0;978-3-297-01418-9;278;Druckerzeugnis;0;WA 299;Zürich;Weka;2008;journal;;;;;;;
0;0;0;Aktuelle juristische Praxis (AJP);Aktuelle Nummer;0;0;-;;Druckerzeugnis;0;Z 010;Lachen;Dike;aktuell;journal;;;;;;;
Schneider Dieter;0;0;Grundzüge der Unternehmensbesteuerung;0;0;0;3-409-50148-7;312;Druckerzeugnis;6. A.;KB 138;Wiesbaden;Gabler;1994;HSB01duplicate;999869;871450;0;0;https://aleph.unisg.ch/F?func=direct&doc_number=871450;;
Bundesamt für Statistik;0;0;Statistisches Jahrbuch der Schweiz 2006;0;0;0;3-03823-230-0;552;Druckerzeugnis;Mit Daten und Atlas auf DVD;YG 012;Zürich;Neue Zürcher Zeitung;2006;journal;;;;;;;
Kanton Appenzell Innerrhoden;0;0;Staatsrechnung Appenzell Innerrhoden für das Jahr 2007;0;0;0;-;143;Druckerzeugnis;0;YL3 015 3;Appenzell;Kanton Appenzell Innerrhoden;2008;journal;;;;;;;
Brülisauer Peter;0;0;Gewinnabgrenzung zwischen Stammhaus und Betriebsstätte im internationalen Steuerrecht der Schweiz;0;0;0;3-258-07041-5;297;Druckerzeugnis;Diss. St.Gallen, Schriftenreihe Finanzwirtschaft und Finanzrecht, Bd. 102;LC 0245 2;Bern;Haupt;2006;bestcase;339158;;;;;;
Gläser Lars;0;0;Handbuch der EU-Quellensteuer;0;0;0;3-7073-0720-4;408;Druckerzeugnis;Leitfaden für Wissenschaft und Praxis;KA 184;Wien;Linde;2006;reimportFromSwissbib;999881;515923923;0;0;https://www.swissbib.ch/Record/515923923;;
0;0;0;LeGes 2005;0;0;0;1420-2395;0;Druckerzeugnis;LeGes - Gesetzgebung & Evaluation;Z 200;Bern;Schweizerische Bundeskanzlei;2005;journal;;;;;;;
Helbling Carl;0;0;Personalvorsorge und BVG;0;0;0;978-3-258-07009-4;1200;Druckerzeugnis;8. A. Gesamtdarstellung der rechtlichen, betriebswirtschaftlichen, organisatorischen und technischen Grundlagen der beruflichen Vorsorge in der Schweiz;WB 247 8;Zürich;Haupt;2006;bestcase;340746;;;;;;
IFF;0;0;Neue Ansätze der Verwaltungsführung;24.06.1993;0;0;-;;Druckerzeugnis;Kursdokumentation;EG 159;St. Gallen;IFF;1993;leave;999892;;;;;;
Bundesamt für Statistik;0;0;Statistisches Jahrbuch der Schweiz 1990;0;0;0;3 85823 250 5;380;Druckerzeugnis;0;YG 012;Zürich;Neue Zürcher Zeitung;1989;journal;;;;;;;
Bundesamt für Statistik;0;0;Statistisches Jahrbuch der Schweiz 1984;0;0;0;3-7643-1298-X;658;Druckerzeugnis;0;YG 012;Basel;Birkhäuser;1984;journal;;;;;;;
Bundesamt für Statistik;0;0;Statistisches Jahrbuch der Schweiz 1979;0;0;0;3-7643-1115-0;656;Druckerzeugnis;0;YG 012;Basel;Birkhäuser;1979;journal;;;;;;;
Müller Patrick M.;0;0;Aspekte der Verwaltungsrechtspflege;0;0;0;3-7272-2026-0;415;Druckerzeugnis;dargestellt am Beispiel von Staatssteuerrekurs und Bundessteuerbeschwerde nach Zürcher Recht Berner Beiträge zum Steuer- und Wirtschaftsrecht, Heft 19;MD 128;Bern;Stämpfli;2006;bestcase;340022;;;;;;
Dornbusch Hans-Ludwig;0;0;Entwicklung wesentlicher Daten der öffentlichen Finanzwirtschaft in der Bundesrepublik Deutschland von 1993;2003;0;0;-;52;Druckerzeugnis;IFSt-Schrift 416;;;;;journal;;;;;;;
Streck Michael;Spatscheck Rainer;0;Die Steuerfahndung;0;0;0;3-504-62317-9;414;Druckerzeugnis;Rechtsschutz und Gestaltung im Unternehmensrecht, Steuerrecht und Steuerstrafrecht- Beratungsbücher für Berater: Bd. 1 - 4. A.;MH 120 2;Köln;Otto Schmidt;2006;replacefromSwissbib;999931;164014527;0;0;https://www.swissbib.ch/Record/164014527;;
Pedroli Andrea;Bernasconi Marco;Ferrari Donatella;Die Kontroverse um die Besteuerung von Kapitalgewinnen;20 Jahre verpasste Reformen;0;0;3-905767-01-5;96;Druckerzeugnis;Steuer- & Finanznachrichten (SteFi) Nr. 1/2006- hrsg. von Marco Bernasconi und Daniel Zöbeli;PH 212;Zürich;Fernfachhochschule Schweiz (FFHS);2006;bestcase;348480;;;;;;
Bänziger Otmar;Mengiardi Reto;Toller & Partner;Kommentar zur Verfassung des Kantons Graubünden;0;0;0;3-905688-06-9;;Druckerzeugnis;0;WB 181;Chur;Südostschweiz Buchverlag;2006;bestcase;349277;;;;;;
Blankart Charles B.;0;0;Öffentliche Finanzen in der Demokratie;0;0;0;978-3-8006-3490-3;649;Druckerzeugnis;7. A.;AA 317 7;München;Franz Vahlen;2008;bestcase;482209;;;;;;
IFA;0;0;Cahiers de Droit Fiscal International;Vol. 91a (2006);0;0;90 64 76185 X;712;Druckerzeugnis;The tax consequences of restructuring of indeptedness (debt work-outs);LC 0301 091.1;Rotterdam;Sdu Fiscale & Financiele Uitgevers;2006;journal;;;;;;;
Kanton Appenzell Innerrhoden;0;0;Staatsrechnung Appenzell Innerrhoden für das Jahr 2003;0;0;0;-;133;Druckerzeugnis;0;YL3 015 3;Appenzell;Kanton Appenzell Innerrhoden;2004;journal;;;;;;;
Kanton Appenzell Innerrhoden;0;0;Staatsrechnung Appenzell Innerrhoden für das Jahr 2001;0;0;0;-;139;Druckerzeugnis;0;YL3 015 3;Appenzell;Kanton Appenzell Innerrhoden;2002;journal;;;;;;;
Kiekebeld Ben J.;0;0;Harmful Tax Competition in the European Union;Code of Conduct-Countermeasures and EU Law;0;0;90-13-02401-7;160;Druckerzeugnis;Efs Brochure Series;KA 159;Bedfordshire;Kluwer;2006;leave;999954;;;;;;
0;0;0;Zuger Steuer Praxis 2006;0;0;0;-;;Druckerzeugnis;0;Z 380;Zug;Speck;2006;journal;;;;;;;
ESTV;0;0;Fiskaleinnahmen des Bundes 1992;0;0;0;-;73;Druckerzeugnis;0;YG 003;Bern;EDMZ;1993;journal;;;;;;;
Mössner Manfred;Baumhoff Hubertus;Piltz Jürgen;Steuerrecht international tätiger Unternehmen;0;0;0;3-504-26038-6;1102;Druckerzeugnis;Handbuch der Besteuerung von Auslandsaktivitäten inländischer Unternehmen und von Inlandsaktivitäten ausländischer Unternehmen - 3. A.;LD 152 3;Köln;Otto Schmidt;2005;replacefromSwissbib;999957;30616077;0;0;https://www.swissbib.ch/Record/030616077;;
Kanton St. Gallen;0;0;Rechnung 1996 des Kantons St.Gallen;0;0;0;-;270;Druckerzeugnis;0;YL3 019 2;St. Gallen;Kanton St. Gallen;1997;journal;;;;;;;
IFF;0;0;Intensivkurs zum Mehrwertsteuergesetz;29./30.9.2003;0;0;-;;Druckerzeugnis;Kursunterlagen;QB 246;St. Gallen;IFF;2003;leave;999966;;;;;;
Grosser Rat des Kantons Freiburg;0;0;Staatsrechnung des Kantons Freiburg für das Jahr 1999;0;0;0;-;347;Druckerzeugnis;Anhang zum Amtlichen Tagblatt der Sitzungen des Grossen Rates der Maisession 2000;YL3 021 2;Freiburg;Kanton Freiburg;2000;journal;;;;;;;
Kantonskanzlei Appenzell Ausserrhoden;0;0;Ausserrhodische Gerichts- und Verwaltungspraxis (AR GVP) 2005;0;0;0;-;210;Druckerzeugnis;Bd. 17;HB 215;Herisau;Kantonskanzlei;2006;journal;;;;;;;
Statistisches Amt des Kantons Zürich;0;0;Statistisches Jahrbuch des Kantons Zürich 1996;0;0;0;0;496;Druckerzeugnis;0;YG 013;Zürich;Statistisches Amt des Kantons Zürich;1995;journal;;;;;;;
Kanton Bern. Grosser Rat;0;0;Voranschlag des Kantons Bern für das Jahr 2001;0;0;0;-;561;Druckerzeugnis;Vom Grossen Rat angenommen am 28. November 2000;YL3 017 2;Bern;Kanton Bern;2000;journal;;;;;;;
Kanton Bern. Grosser Rat;0;0;Finanzplan des Kantons Bern 2002-2004;0;0;0;-;111;Druckerzeugnis;Vom Grossen Rat zur Kenntnis genommen am 28. November 2000;YL3 017 1;Bern;Kanton Bern;2000;reimportFromSwissbib;999978;51472658X;0;0;https://www.swissbib.ch/Record/51472658X;;
Kanton St. Gallen;0;0;Voranschlag des Kantons St.Gallen 2002;nach Beschluss;0;0;-;100;Druckerzeugnis;Nach Beschluss des Grossen Rats;YL3 019 1;St. Gallen;Kanton St. Gallen;;journal;;;;;;;
Regierungsrat des Kts. Uri;0;0;Staatsrechnung des Kantons Uri für das Jahr 1997;0;0;0;-;221;Druckerzeugnis;0;YL3 029;Altdorf;Kt. Uri;1998;journal;;;;;;;
Regierungsrat des Kts. Solothurn;0;0;Staatsrechnung des Kantons Solothurn für das Jahr 1999;0;0;0;-;323;Druckerzeugnis;Botschaft und Entwurf des Regierungsrates an den Kantonsrat von Solothurn vom 4. April 2000, RBB Nr. 694;YL3 024;Solothurn;Kt. Solothurn;2000;journal;;;;;;;
Oberson Xavier;0;0;Droit fiscal suisse;0;0;0;978-3-7190-2567-0;540;Druckerzeugnis;Théorie et pratique du droit- 3. A.;JA 145 3.1;Basel;Helbing & Lichtenhahn;2007;bestcase;349793;;;;;;
Kanton Schwyz;0;0;Staatsrechnung des Kantons Schwyz 2001;0;0;0;-;168;Druckerzeugnis;0;YL3 020 2;Schwyz;Kanton Schwyz;;journal;;;;;;;
Kanton Schwyz;0;0;Staatsrechnung des Kantons Schwyz 2000;0;0;0;-;169;Druckerzeugnis;0;YL3 020 2;Schwyz;Kanton Schwyz;;journal;;;;;;;
Kanton St. Gallen;0;0;Voranschlag des Kantons St.Gallen 2000;mit Botschaft;0;0;-;226;Druckerzeugnis;Botschaft der Regierung mit Beilagen;YL3 019 1;St. Gallen;Kanton St. Gallen;;journal;;;;;;;
Kanton St. Gallen;0;0;Voranschlag des Kantons St.Gallen 2005;mit Botschaft;0;0;-;282;Druckerzeugnis;Botschaft der Regierung mit Beilagen;YL3 019 1;St. Gallen;Kanton St. Gallen;;journal;;;;;;;
Schweiz. Bundesrat;0;0;Bericht zum Finanzplan des Bundes 2000-2002;0;0;0;-;37;Druckerzeugnis;Bericht des Bundesrates vom 28. September 1998;YL3 050 1;Bern;Schweiz. Eidgenossenschaft;1998;journal;;;;;;;
Kanton Zug. Staatskanzlei;0;0;Staatsvoranschlag 2001 des eidgenössischen Standes Zug;0;0;0;-;136;Druckerzeugnis;0;YL3 040 1;Zug;Kanton Zug;2000;journal;;;;;;;
Regierungsrat des Kantons Zürich;0;0;Differenzbegründungen zur Rechnung 2002 des Kantons Zürich;0;0;0;-;107;Druckerzeugnis;0;YL3 042 2;Zürich;Kanton Zürich;2003;journal;;;;;;;
Kantonsrat des Kantons Zürich;0;0;Voranschlag 1998 des Kantons Zürich;0;0;0;-;272;Druckerzeugnis;0;YL3 042 1;Zürich;Kanton Zürich;1997;journal;;;;;;;
Kanton Zug. Staatskanzlei;0;0;Staatsrechnung 1998 des eidgenössischen Standes Zug;0;0;0;-;146;Druckerzeugnis;0;YL3 040 3;Zug;Kanton Zug;1999;journal;;;;;;;
Kanton Zug. Staatskanzlei;0;0;Staatsvoranschlag 2000 des eidgenössischen Standes Zug;0;0;0;-;138;Druckerzeugnis;0;YL3 040 1;Zug;Kanton Zug;1999;journal;;;;;;;
Canton Vaud;0;0;Comptes 1999 de Canton Vaud;0;0;0;-;492;Druckerzeugnis;Etat de Vaud;YL3 033 2;Lausanne;Impression CIEV;2000;replacefromSwissbib;1000008;41807514X;0;0;https://www.swissbib.ch/Record/41807514X;;
Häfelin Ulrich;Haller Walter;Keller Helen;Bundesgericht und Verfassungsgerichtsbarkeit nach der Justizreform;0;0;0;3 7255 5139 1;68;Druckerzeugnis;Supplement zur 6. A. des 'Schweizerischen Bundesstaatsrechts';WB 162 6.2;Zürich;Schulthess;2006;bestcase;340409;;;;;;
Stadtrat St. Gallen;0;0;Voranschlag 2004 der Stadt St.Gallen;Stadtrat;0;0;-;79;Druckerzeugnis;Bericht des Stadtrates;YL3 030 1;St. Gallen;Stadt St. Gallen;2003;journal;;;;;;;
Stadtrat St. Gallen;0;0;Voranschlag 2006 der Stadt St.Gallen;Grosser Gemeinderat;0;0;-;107;Druckerzeugnis;Nach Beschluss des Stadtparlamentes vom 13. Dezember 2005;YL3 030 1;St. Gallen;Stadt St. Gallen;2005;journal;;;;;;;
Hasler Daniel;0;0;Die Umwandlung von Personengesellschaften in Kapitalgesellschaften nach dem Fusionsgesetz;0;0;0;978-3-7272-0474-6;308;Druckerzeugnis;Abhandlungen zum schweizerischen Recht, Heft 733;WC 329;Bern;Stämpfli;2007;bestcase;359616;;;;;;
Kantonskanzlei Appenzell Ausserrhoden;0;0;Ausserrhodische Gerichts- und Verwaltungspraxis (AR GVP) 2005 ff.;;0;0;0;0;Online-Publikation;Zugang über https://www.swisslex.ch/;HB 215;Herisau;Kantonskanzlei;online;journal;;;;;;;
Angelini Terenzio;0;0;Finanzausgleich im Kanton Schwyz;0;0;0;-;70;Druckerzeugnis;0;YL4 014;St. Gallen;;;leave;1000022;;;;;;
Kommission 'Steuergesetzbuch';0;0;Steuerpolitisches Programm;0;0;0;-;57;Druckerzeugnis;Einfacher, gerechter, sozialer: Eine umfassende Ertragsteuerreform für mehr Wachstum und Beschäftigung S. auch: http://www.stiftung-marktwirtschaft.de/fileadmin/user_upload/Dokumente/Steuerpolitisches-Programm-Druckfassung.pdf;TD 210;Berlin;Stiftung Marktwirtschaft;2006;leave;1000025;;;;;;
Schweiz. Bundesrat;0;0;Voranschlag + Budget des Bundes 1999;0;0;0;-;624;Druckerzeugnis;Botschaft zum Voranschlag 1999 (vom 28. September 1998);YL3 050 2.1;Bern;Schweiz. Eidgenossenschaft;1998;journal;;;;;;;
Kanton Appenzell Innerrhoden;0;0;Voranschlag Appenzell Innerrhoden für das Jahr 2007;0;0;0;-;90;Druckerzeugnis;0;YL3 015 2;Appenzell;Kanton Appenzell Innerrhoden;2006;journal;;;;;;;
0;0;0;Aktuelle juristische Praxis (AJP) 2007 A;0;0;0;1660-3362;;Druckerzeugnis;Publikationsorgan der Schweizerischen Richtervereinigung 16. Jahrgang;Z 010;Lachen;Dike;2007;journal;;;;;;;
Fülbier Rolf Uwe;0;0;Konzernbesteuerung nach IFRS;0;0;0;3-631-55626-8;448;Druckerzeugnis;IFRS-Konsolidierungsregeln als Ausgangspunkt einer konsolidierten steuerlichen Gewinnermittlung in der EU?;PN 247;Frankfurt;Peter Lang;2006;replacefromSwissbib;1000033;99165546;0;0;https://www.swissbib.ch/Record/099165546;;
Böckli Peter;Forstmoser Peter;0;Das neue schweizerische GmbH-Recht;0;0;0;978-3-7255-5267-2;199;Druckerzeugnis;0;WC 254;Zürich;Schulthess;2006;bestcase;364859;;;;;;
Stadtrat St. Gallen;0;0;Rechnung 1997 der Stadt St.Gallen;0;0;0;-;282;Druckerzeugnis;0;YL3 030 2;St. Gallen;Stadt St. Gallen;1998;journal;;;;;;;
Stadtrat St. Gallen;0;0;Rechnung 2003 der Stadt St.Gallen;0;0;0;-;236;Druckerzeugnis;0;YL3 030 2;St. Gallen;Stadt St. Gallen;2004;journal;;;;;;;
Boemle Max;0;0;Unternehmungsfinanzierung;0;0;0;3-286-50021-6;670;Druckerzeugnis;11. A.;WA 216;Zürich;Verlag des Schweizerischen Kaufmännischen Verbandes;1995;bestcase;101686;;;;;;
Bundesamt für Statistik;0;0;Statistisches Jahrbuch der Schweiz 2007;DVD;0;0;411-0700-03;;CD-ROM/DVD;0;YG 012 2;Zürich;Neue Zürcher Zeitung;2007;journal;;;;;;;
Hofmann Jean-Samuel;de Haller Thibaut;0;Recueil de textes en matière fiscale;0;0;0;978-3-7255-5243-6;586;Druckerzeugnis;Hrsg. von Xavier Oberson und Yves Noël;HA 301 2;Genf;Schulthess;2006;replacefromSwissbib;1000052;441602304;0;0;https://www.swissbib.ch/Record/441602304;;
0;0;0;Zeitschrift für Gesetzgebung und Rechtsprechung in Graubünden (ZGRG);Register 1991-2005;0;0;-;30;Druckerzeugnis;Zeitschrift für Gesetzgebung und Rechtsprechung in Graubünden;Z 340 Reg.;Tamins;Arcas;2006;journal;;;;;;;
Hofmänner Simeon;0;0;Die Effizienz der öffentlichen Hand;Drei empirische Beiträge über die Verwendung der schweizerischen Staatsausgaben;0;0;-;227;Druckerzeugnis;Dissertation der Uni Basel;YL3 056;Basel;Difo-Druck;2007;replacefromSwissbib;1000059;289071623;0;0;https://www.swissbib.ch/Record/289071623;;
Bundesamt für Statistik;0;0;Statistisches Jahrbuch der Schweiz 1998;;0;0;-;;CD-ROM/DVD;0;YG 012 2;Zürich;Neue Zürcher Zeitung;1997;journal;;;;;;;
Stadtrat St. Gallen;0;0;Rechnung 2005 der Stadt St.Gallen;0;0;0;-;204;Druckerzeugnis;0;YL3 030 2;St. Gallen;Stadt St. Gallen;2006;journal;;;;;;;
IFF;0;0;IFF Forum für Steuerrecht (FStR) 2008;0;0;0;1424-9855;;Druckerzeugnis;0;Z 150 1;St. Gallen;Institut für Finanzwissenschaft und Finanzrecht an der Universität St. Gallen;2008;journal;;;;;;;
ESTV;0;0;Steuerbelastung in der Schweiz. Kantonshauptorte/Kantonsziffern 2003;0;0;0;3-303-18063-6;103;Druckerzeugnis;0;YL3 012 1;Bern;Bundesamt für Statistik;2004;journal;;;;;;;
ESTV;0;0;Steuerbelastung in der Schweiz. Kantonshauptorte/Kantonsziffern 1993;0;0;0;3-303-18034-2;97;Druckerzeugnis;0;YL3 012 1;Bern;Bundesamt für Statistik;1994;journal;;;;;;;
Tumpel Michael;0;0;Fachlexikon Steuern;0;0;0;978-3-7073-0938-6;418;Druckerzeugnis;Von Abbruchkosten bis Zwischenbesteuerung;JA 178;Wien;Linde;2007;reimportFromSwissbib;1000082;515922838;0;0;https://www.swissbib.ch/Record/515922838;;
Schweiz. Bundesrat;0;0;Voranschlag + Budget des Bundes 2004;0;0;0;-;636;Druckerzeugnis;Botschaft zum Voranschlag 2004 (vom 26. September 2003);YL3 050 2.1;Bern;Schweiz. Eidgenossenschaft;2003;journal;;;;;;;
0;0;0;Aktuelle juristische Praxis (AJP) 2006 B;0;0;0;1660-3362;;Druckerzeugnis;Publikationsorgan der Schweizerischen Richtervereinigung 15. Jahrgang;Z 010;Lachen;Dike;2006;journal;;;;;;;
Thévenoz Luc;Bovet Christian;0;Journée 2006 de droit bancaire et financier;0;0;0;978-3-7255-5415-7;279;Druckerzeugnis;mit u.a. Claude Bretton-Chevallier, Ursula Cassani, Jacques Iffland, Romain Marti, Alexandre Richa;WB 324 2;Genf;Schulthess;2007;bestcase;435454;;;;;;
0;0;0;Intertax 1999 ff.;;0;0;0165 2826;0;Online-Publikation;Europäische Steuerzeitung http://www.kluwerlawonline.com/index.php?area=Journals;Z 190;Alphen;Kluwer;online;journal;;;;;;;
Finanzverwaltung des Kts. Bern;0;0;Steuerkraft-Steuerbelastung (Durchschnitt der Jahre 1996/97) sowie ausgeglichene Steuerkraft und ausgeglichene Tragfähigkeit 1999 der Gemeinden;0;0;0;-;103;Druckerzeugnis;0;YL3 017 5;Bern;Finanzverwaltung des Kts. Bern;1999;notfound;;;;;;;
Bundesamt für Statistik;0;0;Kantone und Städte der Schweiz 2002;0;0;0;3-303-00229-0;427;Druckerzeugnis;Statistische Übersichten 2002;YG 009;Bern;Bundesamt für Statistik;2002;iff_doc_missing;CSV line 1489;226833461;0;0;;;
Dafflon Bernard;0;0;La Gestion des Finances Publiques Locales;0;0;0;2-7178-3513-X;284;Druckerzeugnis;Collection Collectivités Territoriales- hrsg. von Louis Favoreu 2. A.;AC 297 2;Genf;Economica;1998;reimportFromSwissbib;1000115;284689343;0;0;https://www.swissbib.ch/Record/284689343;;
0;0;0;Schweizerische Zeitschrift für Wirtschafts- und Finanzmarktrecht (SZW) 2008;0;0;0;1018-7987;614;Druckerzeugnis;(bis 2005: Schweizerische Zeitschrift für Wirtschaftsrecht);Z 270 1;Zürich;Schulthess;2008;journal;;;;;;;
0;0;0;Schweizerisches Zentralblatt für Staats- und Verwaltungsrecht (ZBl) 2014;0;0;0;1422-0709;688;Druckerzeugnis;115. Jg.;Z 280;Zürich;Schulthess;2014;journal;;;;;;;
Vereinigung der Privaten Aktiengesellschaften;0;0;Jahrbuch 2013;0;0;0;-;220;Druckerzeugnis;Mit Administrativbericht über das 61. Geschäftsjahr vom 1. Januar 2012 bis zum 31. Dezember 2012;JB 140 18;Wettingen;Häfliger;2013;journal;;;;;;;
Meyer Conrad;Pfaff Dieter;0;Finanz- und Rechnungswesen. Jahrbuch 2014;0;0;0;978-3-297-14114-4;302;Druckerzeugnis;0;WA 299;Zürich;Weka;2014;journal;;;;;;;
IFSt;0;0;IFSt-Schrift 487;0;0;0;978-3-89737-032-6;130;Druckerzeugnis;Arne Schnitger, Die Entstrickung im Steuerrecht;Z 153 487;Berlin;Institut Finanzen und Steuern;2013;journal;;;;;;;
IBFD;0;0;Residence of Individuals under Tax Treaties and EC Law;0;0;0;978-90-8722-075-4;671;Druckerzeugnis;EC and International Tax Law Series, Vol. 6- edited by Guglielmo Maisto;LC 0939;Amsterdam;IBFD;2010;HSB01duplicate;1000136;543175;0;0;https://aleph.unisg.ch/F?func=direct&doc_number=543175;;
0;0;0;Steuer und Wirtschaft (StuW) 2014;0;0;0;0341-2954;372;Druckerzeugnis;Zeitschrift für die gesamten Steuerwissenschaften;Z 300;Köln;Otto Schmidt;2014;journal;;;;;;;
Meyer Conrad;Pfaff Dieter;0;Finanz- und Rechnungswesen. Jahrbuch 2015;0;0;0;978-3-297-14115-1;340;Druckerzeugnis;0;WA 299;Zürich;Weka;2015;journal;;;;;;;
KSTA SG;0;0;St.Galler Steuerentscheide 2013-2018;0;0;0;-;;Loseblattwerk;ausgewählte, rechtskräftige Entscheide, ohne Kommentierung;HB 217 4;Gossau;Cavelti AG;2013;journal;;;;;;;
Verwaltungsgericht des Kantons Thurgau;0;0;Thurgauische Verwaltungsrechtspflege (TVR) 2013;0;0;0;-;209;Druckerzeugnis;Auszüge aus Entscheiden des Verwaltungsgerichts und der unteren Instanzen der externen Verwaltungsrechtspflege sowie des Regierungsrates und seiner Departemente;HB 220;Frauenfeld;Büromaterial-, Lehrmittel- und Drucksachenzentrale;2014;journal;;;;;;;
IFA;0;0;Cahiers de Droit Fiscal International;Vol. 99a (2014);0;0;978-90-12-39259-4;846;Druckerzeugnis;Cross-border outsourcing - issues, strategies and solutions;LC 0301 099.1;Den Haag;Sdu Fiscale & Financiele Uitgevers;2014;journal;;;;;;;
Ehrenzeller Bernhard;Mastronardi Philippe;Schweizer Rainer J.;Die schweizerische Bundesverfassung;Bd. 2;0;0;978-3-03751-606-5;;Druckerzeugnis;St.Galler Kommentar - Art. 81 - 197 3. A.;WB 180 3.2;Zürich;Dike Verlag AG/Schulthess Juristische Medien AG;2014;bestcase;646851;;;;;;
0;0;0;Expert Focus 2016;0;0;0;-;1018;Druckerzeugnis;Früher: Der Schweizer Treuhänder - Schweizerische Zeitschrift für Wirtschaftsprüfung, Steuern, Rechnungswesen und Wirtschaftsberatung 90. Jg.;Z 070;Zürich;EXPERTsuisse;2016;journal;;;;;;;
IFA;0;0;Cahiers de Droit Fiscal International;Vol. 100a (2015);0;0;978-90-12-39504-5;870;Druckerzeugnis;Tax incentives on Research and Development (R&D) (2015 Basel Congress);LC 0301 100.1;Rotterdam;Sdu Fiscale & Financiele Uitgevers;2015;journal;;;;;;;
